family,domain,model,task_id,trial,seed,success,cost,steps,duration,assistant_messages,termination,repository
tau2,telecom,GPT-4.1,[mms_issue]bad_network_preference|break_app_sms_permission|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:None],2,361454,0.0,0.11934199999999999,6,164.0558181250235,20,user_stop,
tau2,telecom,GPT-4.1,[mobile_data_issue]bad_network_preference|bad_vpn|user_abroad_roaming_disabled_on[PERSONA:None],3,1567,0.0,0.06985799999999999,6,93.03288429201348,14,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]airplane_mode_on|break_app_both_permissions|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:None],2,361454,0.0,0.117994,8,172.32067487499444,21,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card[PERSONA:Easy],2,361454,0.0,0.079014,2,151.735160500044,15,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card[PERSONA:Easy],2,361454,0.0,0.07471,2,132.709045082971,14,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]airplane_mode_on|bad_network_preference|break_app_storage_permission|data_mode_off|user_abroad_roaming_enabled_off[PERSONA:Easy],2,361454,0.0,0.127716,6,170.5356034170254,20,user_stop,
tau2,telecom,GPT-4.1,[mobile_data_issue]bad_network_preference|user_abroad_roaming_enabled_off[PERSONA:Hard],3,1567,0.0,0.076708,4,118.53242362500168,14,user_stop,
tau2,telecom,GPT-4.1,[mobile_data_issue]airplane_mode_on|user_abroad_roaming_enabled_off[PERSONA:None],3,1567,0.0,0.085954,6,125.3053672919632,16,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]bad_network_preference|bad_wifi_calling|break_app_both_permissions|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:None],2,361454,0.0,0.127298,7,171.17653816600796,22,user_stop,
tau2,telecom,GPT-4.1,[mobile_data_issue]bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on[PERSONA:None],3,1567,1.0,0.05493,1,97.2920848329668,12,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:None],2,361454,0.0,0.08413199999999998,4,147.3083990829764,16,user_stop,
tau2,telecom,GPT-4.1,[service_issue]break_apn_settings|lock_sim_card_pin[PERSONA:None],3,1567,0.0,0.032318,3,54.42726758302888,8,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],2,361454,0.0,0.076022,4,144.91032500000438,15,user_stop,
tau2,telecom,GPT-4.1,[mobile_data_issue]bad_network_preference|bad_vpn|user_abroad_roaming_enabled_off[PERSONA:Easy],3,1567,0.0,0.063728,5,115.81905945797917,13,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]break_app_both_permissions|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],2,361454,0.0,0.137442,6,196.63573370903032,22,user_stop,
tau2,telecom,GPT-4.1,[mobile_data_issue]airplane_mode_on|bad_network_preference|data_mode_off|data_saver_mode_on[PERSONA:Hard],3,1567,1.0,0.08652599999999999,5,112.78282633400522,16,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]break_apn_mms_setting|data_mode_off|user_abroad_roaming_disabled_on[PERSONA:Hard],2,361454,0.0,0.201992,11,205.28673012496438,27,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],2,361454,0.0,0.116152,7,155.30682808399433,20,user_stop,
tau2,telecom,GPT-4.1,[mobile_data_issue]bad_network_preference|data_saver_mode_on|data_usage_exceeded[PERSONA:Hard],3,1567,1.0,0.094384,8,129.31731320900144,17,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_storage_permission|unseat_sim_card[PERSONA:Hard],2,361454,1.0,0.12414,3,190.78750141698401,19,user_stop,
tau2,telecom,GPT-4.1,[mobile_data_issue]airplane_mode_on|bad_network_preference|user_abroad_roaming_enabled_off[PERSONA:Easy],3,1567,1.0,0.078048,4,124.37420495803235,14,user_stop,
tau2,telecom,GPT-4.1,[service_issue]airplane_mode_on|unseat_sim_card[PERSONA:None],3,1567,1.0,0.044534,3,70.5455685830093,10,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Easy],2,361454,0.0,0.096632,4,166.51482224999927,18,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Easy],2,361454,0.0,0.10533799999999999,2,161.9341180420015,18,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]bad_network_preference|bad_wifi_calling|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],2,361454,0.0,0.146886,8,187.55040941701736,23,user_stop,
tau2,telecom,GPT-4.1,[mobile_data_issue]data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Hard],3,1567,0.0,0.15620800000000004,15,148.23146508302307,26,user_stop,
tau2,telecom,GPT-4.1,[mobile_data_issue]bad_network_preference|bad_vpn|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Easy],3,1567,0.0,0.105552,8,130.91572387504857,18,user_stop,
tau2,telecom,GPT-4.1,[service_issue]airplane_mode_on|break_apn_settings|lock_sim_card_pin[PERSONA:None],3,1567,1.0,0.041704000000000005,4,66.23591370799113,10,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],2,361454,0.0,0.131768,9,210.5936503750272,24,user_stop,
tau2,telecom,GPT-4.1,[service_issue]overdue_bill_suspension|unseat_sim_card[PERSONA:Easy],3,1567,1.0,0.07415,7,90.32468533300562,14,user_stop,
tau2,telecom,GPT-4.1,[service_issue]airplane_mode_on|overdue_bill_suspension[PERSONA:None],3,1567,1.0,0.06975200000000001,7,95.04861783300294,13,user_stop,
tau2,telecom,GPT-4.1,[service_issue]airplane_mode_on|break_apn_settings|unseat_sim_card[PERSONA:None],3,1567,0.0,0.04908,4,78.1917658339953,11,user_stop,
tau2,telecom,GPT-4.1,[mobile_data_issue]airplane_mode_on|data_saver_mode_on|user_abroad_roaming_disabled_on[PERSONA:None],3,1567,0.0,0.08766199999999999,5,161.4796684999601,17,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],2,361454,0.0,0.086468,4,188.71082874998683,16,user_stop,
tau2,telecom,GPT-4.1,[mobile_data_issue]airplane_mode_on|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Hard],3,1567,0.0,0.07238599999999999,4,135.0306720000226,14,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]bad_network_preference|bad_wifi_calling|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],2,361454,0.0,0.154392,5,220.99939091701526,23,user_stop,
tau2,telecom,GPT-4.1,[mobile_data_issue]airplane_mode_on|bad_network_preference|data_mode_off|user_abroad_roaming_disabled_on[PERSONA:Hard],3,1567,0.0,0.08521200000000001,4,166.5011826249538,14,user_stop,
tau2,telecom,GPT-4.1,[mobile_data_issue]bad_vpn|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:None],3,1567,0.0,0.109352,8,163.3891290409956,20,user_stop,
tau2,telecom,GPT-4.1,[mobile_data_issue]airplane_mode_on|bad_network_preference|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Easy],3,1567,1.0,0.08165000000000001,7,161.93384529202012,17,user_stop,
tau2,telecom,GPT-4.1,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:None],3,1567,0.0,0.09431999999999999,7,137.32347300002584,18,user_stop,
tau2,telecom,GPT-4.1,[service_issue]lock_sim_card_pin|overdue_bill_suspension[PERSONA:Easy],3,1567,1.0,0.08120599999999999,8,110.70787141600158,15,user_stop,
tau2,telecom,GPT-4.1,[mobile_data_issue]bad_vpn|data_saver_mode_on|user_abroad_roaming_disabled_on[PERSONA:None],3,1567,0.0,0.11032600000000001,7,181.15570270904573,19,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Hard],2,361454,0.0,0.17199799999999996,6,209.04376545798732,23,user_stop,
tau2,telecom,GPT-4.1,[service_issue]airplane_mode_on|overdue_bill_suspension|unseat_sim_card[PERSONA:Easy],3,1567,1.0,0.07477999999999999,7,105.12158749997616,14,user_stop,
tau2,telecom,GPT-4.1,[service_issue]airplane_mode_on|break_apn_settings|lock_sim_card_pin|unseat_sim_card[PERSONA:None],3,1567,0.0,0.043318,3,98.83514345803997,10,user_stop,
tau2,telecom,GPT-4.1,[mobile_data_issue]airplane_mode_on|bad_network_preference|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None],3,1567,0.0,0.114518,8,155.06350741698407,20,user_stop,
tau2,telecom,GPT-4.1,[mobile_data_issue]bad_network_preference|bad_vpn|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Easy],3,1567,0.0,0.082478,4,170.79995429201517,16,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]airplane_mode_on|bad_network_preference|break_app_both_permissions|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],2,361454,0.0,0.186904,9,253.83452162501635,27,user_stop,
tau2,telecom,GPT-4.1,[service_issue]airplane_mode_on|break_apn_settings|contract_end_suspension|lock_sim_card_pin[PERSONA:None],3,1567,1.0,0.08424999999999999,8,107.93711383396294,15,user_stop,
tau2,telecom,GPT-4.1,[mobile_data_issue]airplane_mode_on|bad_network_preference|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None],3,1567,0.0,0.15047799999999997,9,185.43728033301886,25,user_stop,
tau2,telecom,GPT-4.1,[mobile_data_issue]bad_network_preference|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Easy],3,1567,0.0,0.11147,10,176.65978333400562,21,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],2,361454,0.0,0.138692,3,248.55606837500818,19,user_stop,
tau2,telecom,GPT-4.1,[service_issue]contract_end_suspension|lock_sim_card_pin[PERSONA:Hard],3,1567,1.0,0.078814,8,135.9960047089844,15,user_stop,
tau2,telecom,GPT-4.1,[service_issue]airplane_mode_on|break_apn_settings|overdue_bill_suspension[PERSONA:None],3,1567,1.0,0.085886,7,128.5613559159683,16,user_stop,
tau2,telecom,GPT-4.1,[service_issue]airplane_mode_on|break_apn_settings|overdue_bill_suspension|unseat_sim_card[PERSONA:None],3,1567,0.0,0.100778,8,120.39651120797498,17,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]bad_network_preference|bad_wifi_calling|break_app_both_permissions|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Hard],2,361454,0.0,0.20931999999999998,11,276.08068504102994,29,user_stop,
tau2,telecom,GPT-4.1,[service_issue]contract_end_suspension|unseat_sim_card[PERSONA:Hard],3,1567,0.0,0.090092,7,142.21262891602237,16,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],2,361454,0.0,0.138852,7,238.0322458750452,24,user_stop,
tau2,telecom,GPT-4.1,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None],3,1567,0.0,0.11202799999999999,9,160.59571795800002,20,user_stop,
tau2,telecom,GPT-4.1,[service_issue]break_apn_settings|contract_end_suspension|lock_sim_card_pin[PERSONA:Hard],3,1567,1.0,0.11877000000000001,9,144.25244070898043,19,user_stop,
tau2,telecom,GPT-4.1,[service_issue]airplane_mode_on|break_apn_settings|lock_sim_card_pin|overdue_bill_suspension|unseat_sim_card[PERSONA:None],3,1567,0.0,0.08399799999999999,7,119.67255179199856,15,user_stop,
tau2,telecom,GPT-4.1,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on|user_abroad_roaming_disabled_off[PERSONA:Hard],3,1567,0.0,0.11842399999999999,8,186.79000054200878,20,user_stop,
tau2,telecom,GPT-4.1,[service_issue]airplane_mode_on|lock_sim_card_pin[PERSONA:Easy],3,1567,1.0,0.09504399999999999,6,159.31403658300405,17,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]bad_network_preference|user_abroad_roaming_disabled_on[PERSONA:None],3,1567,0.0,0.07860999999999999,5,119.69730166601948,15,user_stop,
tau2,telecom,GPT-4.1,[service_issue]break_apn_settings|lock_sim_card_pin|overdue_bill_suspension[PERSONA:Easy],3,1567,1.0,0.099276,8,137.03890216600848,17,user_stop,
tau2,telecom,GPT-4.1,[service_issue]break_apn_settings|lock_sim_card_pin|overdue_bill_suspension|unseat_sim_card[PERSONA:Easy],3,1567,0.0,0.10106799999999998,8,131.877360375016,17,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]bad_network_preference|user_abroad_roaming_disabled_off[PERSONA:None],3,1567,0.0,0.06463799999999999,5,124.61744616698707,13,user_stop,
tau2,telecom,GPT-4.1,[service_issue]airplane_mode_on|break_apn_settings[PERSONA:Hard],3,1567,1.0,0.073788,3,158.07202587503707,14,user_stop,
tau2,telecom,GPT-4.1,[service_issue]airplane_mode_on|break_apn_settings|lock_sim_card_pin|overdue_bill_suspension[PERSONA:Hard],3,1567,1.0,0.093112,8,131.15512654196937,16,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]break_app_sms_permission|data_mode_off[PERSONA:None],3,1567,0.0,0.061428,2,128.8932971660397,12,user_stop,
tau2,telecom,GPT-4.1,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],3,1567,0.0,0.124562,7,182.20582329202443,21,user_stop,
tau2,telecom,GPT-4.1,[mobile_data_issue]airplane_mode_on|bad_network_preference|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:None],3,1567,0.0,0.172544,11,216.12171108298935,25,user_stop,
tau2,telecom,GPT-4.1,[mobile_data_issue]bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],3,1567,0.0,0.16214399999999995,15,187.16122491599526,26,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]bad_network_preference|data_mode_off|user_abroad_roaming_disabled_on[PERSONA:None],3,1567,0.0,0.04426600000000001,2,100.89758770802291,10,user_stop,
tau2,telecom,GPT-4.1,[service_issue]airplane_mode_on|break_apn_settings|contract_end_suspension|lock_sim_card_pin|unseat_sim_card[PERSONA:Easy],3,1567,0.0,0.099624,9,132.93874633300584,19,user_stop,
tau2,telecom,GPT-4.1,[service_issue]airplane_mode_on|break_apn_settings|contract_end_suspension|unseat_sim_card[PERSONA:Easy],3,1567,0.0,0.132038,8,143.77080800000113,19,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]bad_network_preference|break_app_both_permissions[PERSONA:Easy],3,1567,1.0,0.05076,1,130.48353908304125,11,user_stop,
tau2,telecom,GPT-4.1,[service_issue]airplane_mode_on|lock_sim_card_pin|overdue_bill_suspension[PERSONA:Easy],3,1567,1.0,0.15186599999999997,15,155.77567737497156,24,user_stop,
tau2,telecom,GPT-4.1,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],3,1567,0.0,0.13105,8,198.23018616699846,22,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]break_apn_mms_setting|user_abroad_roaming_enabled_off[PERSONA:Hard],3,1567,0.0,0.066458,4,115.51921758300159,13,user_stop,
tau2,telecom,GPT-4.1,[service_issue]airplane_mode_on|lock_sim_card_pin|overdue_bill_suspension|unseat_sim_card[PERSONA:Easy],3,1567,1.0,0.137612,12,153.39708704099758,22,user_stop,
tau2,telecom,GPT-4.1,[service_issue]break_apn_settings|contract_end_suspension|lock_sim_card_pin|unseat_sim_card[PERSONA:Hard],3,1567,1.0,0.12010200000000001,9,147.24205266701756,19,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],2,361454,0.0,0.18517000000000003,7,282.0727028750116,26,user_stop,
tau2,telecom,GPT-4.1,[service_issue]airplane_mode_on|lock_sim_card_pin|unseat_sim_card[PERSONA:Hard],3,1567,1.0,0.11856999999999998,7,184.0962100410252,19,user_stop,
tau2,telecom,GPT-4.1,[service_issue]airplane_mode_on|contract_end_suspension|lock_sim_card_pin|unseat_sim_card[PERSONA:Hard],3,1567,1.0,0.129994,9,163.69748274999438,20,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]airplane_mode_on|bad_network_preference|data_usage_exceeded[PERSONA:None],3,1567,0.0,0.07031000000000001,2,136.832901207963,14,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]break_app_both_permissions|data_usage_exceeded[PERSONA:Hard],3,1567,0.0,0.08941,4,139.7198032499873,16,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]break_app_storage_permission|data_usage_exceeded[PERSONA:Easy],3,1567,0.0,0.11998400000000001,7,161.75604358396959,20,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|break_app_storage_permission[PERSONA:None],3,1567,1.0,0.064508,1,124.90291079203598,12,user_stop,
tau2,telecom,GPT-4.1,[service_issue]break_apn_settings|overdue_bill_suspension|unseat_sim_card[PERSONA:Hard],3,1567,1.0,0.125074,8,198.0649382910342,19,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]airplane_mode_on|bad_wifi_calling|user_abroad_roaming_enabled_off[PERSONA:Easy],3,1567,0.0,0.079532,5,140.30665666703135,16,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]bad_network_preference|break_app_sms_permission|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:None],3,1567,0.0,0.06493199999999999,2,125.58293679100461,13,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]break_app_sms_permission|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None],3,1567,0.0,0.09389,6,147.2656544590136,17,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]airplane_mode_on|break_app_both_permissions[PERSONA:Hard],3,1567,1.0,0.07074799999999999,1,154.22764441702748,13,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]bad_network_preference|bad_wifi_calling|break_app_both_permissions|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Hard],3,1567,0.0,0.059517999999999995,2,128.61099887499586,12,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]bad_network_preference|break_app_sms_permission|user_abroad_roaming_disabled_on[PERSONA:Hard],2,361454,0.0,1.012394,94,373.8809370000381,99,max_steps,
tau2,telecom,GPT-4.1,[mms_issue]bad_wifi_calling|break_apn_mms_setting|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],3,1567,0.0,0.08502,4,145.36329112498788,17,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]bad_wifi_calling|break_apn_mms_setting|data_mode_off|data_usage_exceeded|unseat_sim_card[PERSONA:None],3,1567,0.0,0.07022,2,140.00856633402873,14,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]airplane_mode_on|bad_network_preference|break_app_storage_permission|data_mode_off|user_abroad_roaming_enabled_off[PERSONA:Easy],3,1567,0.0,0.08275399999999998,4,137.21684529201593,16,user_stop,
tau2,telecom,GPT-4.1,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Hard],3,1567,0.0,0.18647399999999997,8,242.93938708404312,27,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]airplane_mode_on|break_app_both_permissions|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:None],3,1567,0.0,0.104048,6,148.37119924998842,19,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]break_app_storage_permission|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],3,1567,0.0,0.08909400000000002,4,159.17782316700323,18,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]bad_wifi_calling|data_mode_off|data_usage_exceeded[PERSONA:Easy],3,1567,1.0,0.10152000000000001,5,161.76570891600568,18,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]bad_network_preference|bad_wifi_calling|break_app_both_permissions|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:None],3,1567,0.0,0.07255199999999999,3,139.1647815000033,14,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:None],3,1567,0.0,0.102128,7,137.98720412497642,18,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]bad_network_preference|bad_wifi_calling|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],3,1567,0.0,0.06626,2,122.31872425001347,13,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|data_usage_exceeded[PERSONA:Hard],3,1567,1.0,0.11903799999999998,6,157.25085583300097,20,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]break_app_both_permissions|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],3,1567,0.0,0.12119799999999997,3,166.25999358401168,20,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_storage_permission|unseat_sim_card[PERSONA:Hard],3,1567,1.0,0.088838,1,148.90473587502493,15,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_usage_exceeded[PERSONA:Hard],3,1567,1.0,0.12944199999999997,6,168.6930858750129,22,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card[PERSONA:Easy],3,1567,0.0,0.077502,1,141.11646695795935,14,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]airplane_mode_on|bad_network_preference|break_app_both_permissions|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],3,1567,0.0,0.09249399999999999,2,147.41717645799508,15,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]break_apn_mms_setting|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:Hard],3,1567,0.0,0.141368,6,173.84277870797087,21,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:None],3,1567,0.0,0.11087800000000002,6,130.38177237502532,19,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Easy],3,1567,0.0,0.09453,2,160.3893797090277,16,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Easy],3,1567,0.0,0.07528199999999999,2,128.46645991702098,15,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]break_apn_mms_setting|data_mode_off|user_abroad_roaming_disabled_on[PERSONA:Hard],3,1567,0.0,0.15216000000000002,7,190.7613617500174,23,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],3,1567,0.0,0.08695800000000001,2,148.5117588340072,16,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],3,1567,0.0,0.124246,6,169.8569106659852,22,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],3,1567,0.0,0.119226,5,156.15590066602454,19,user_stop,
tau2,telecom,GPT-4.1,[mobile_data_issue]bad_network_preference|bad_vpn|user_abroad_roaming_disabled_off[PERSONA:Hard],3,1567,0.0,1.0330380000000003,95,344.68598129198654,100,max_steps,
tau2,telecom,GPT-4.1,[mms_issue]bad_network_preference|break_app_sms_permission|user_abroad_roaming_disabled_on[PERSONA:Hard],3,1567,0.0,0.126626,5,200.7430243329727,20,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],3,1567,0.0,0.10125599999999998,4,128.76235033402918,17,user_stop,
tau2,telecom,GPT-4.1,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card[PERSONA:Easy],3,1567,0.0,0.10800199999999999,4,141.87812737497734,18,user_stop,
