domain,model_a,model_b,task_hash,trial_a,trial_b,seed_a,seed_b,final_sign,final_decisive_tier,terminal_tick_a,terminal_tick_b,completion_only_tick,certificate_tick,resolved_early,certificate_direction,certificate_possible_decisive_tiers,ordinal_resolution_lead,prefixes_checked
retail,o4-mini,Claude-3.7,98a7211bc2a5,3,2,1567,361454,-1,success,15,16,16,16,False,B_win,success,0,17
retail,o4-mini,Claude-3.7,b2da52ec694d,0,1,626729,373753,-1,success,16,18,18,18,False,B_win,success,0,19
retail,o4-mini,Claude-3.7,b2da52ec694d,0,2,626729,361454,-1,success,16,18,18,18,False,B_win,success,0,19
retail,o4-mini,Claude-3.7,b2da52ec694d,0,3,626729,1567,-1,success,16,16,16,16,False,B_win,success,0,17
retail,o4-mini,Claude-3.7,b2da52ec694d,1,0,373753,626729,1,cost,16,17,17,16,True,A_win,success|cost,1,18
retail,o4-mini,Claude-3.7,b2da52ec694d,1,2,373753,361454,1,cost,16,18,18,16,True,A_win,success|cost,2,19
retail,o4-mini,Claude-3.7,b2da52ec694d,1,3,373753,1567,1,cost,16,16,16,16,False,A_win,cost,0,17
retail,o4-mini,Claude-3.7,b2da52ec694d,2,0,361454,626729,1,cost,15,17,17,15,True,A_win,success|cost,2,18
retail,o4-mini,Claude-3.7,b2da52ec694d,2,1,361454,373753,1,cost,15,18,18,15,True,A_win,success|cost,3,19
retail,o4-mini,Claude-3.7,b2da52ec694d,2,3,361454,1567,1,cost,15,16,16,15,True,A_win,success|cost,1,17
retail,o4-mini,Claude-3.7,b2da52ec694d,3,0,1567,626729,-1,success,16,17,17,17,False,B_win,success,0,18
retail,o4-mini,Claude-3.7,b2da52ec694d,3,1,1567,373753,-1,success,16,18,18,18,False,B_win,success,0,19
retail,o4-mini,Claude-3.7,b2da52ec694d,3,2,1567,361454,-1,success,16,18,18,18,False,B_win,success,0,19
retail,o4-mini,Claude-3.7,539fdee9009b,0,1,626729,373753,1,cost,16,19,19,16,True,A_win,success|cost,3,20
retail,o4-mini,Claude-3.7,539fdee9009b,0,2,626729,361454,1,cost,16,17,17,16,True,A_win,success|cost,1,18
retail,o4-mini,Claude-3.7,539fdee9009b,0,3,626729,1567,1,cost,16,16,16,16,False,A_win,cost,0,17
retail,o4-mini,Claude-3.7,539fdee9009b,1,0,373753,626729,1,cost,16,17,17,16,True,A_win,success|cost,1,18
retail,o4-mini,Claude-3.7,539fdee9009b,1,2,373753,361454,1,cost,16,17,17,16,True,A_win,success|cost,1,18
retail,o4-mini,Claude-3.7,539fdee9009b,1,3,373753,1567,1,cost,16,16,16,16,False,A_win,cost,0,17
retail,o4-mini,Claude-3.7,539fdee9009b,2,0,361454,626729,1,cost,21,17,21,21,False,A_win,cost,0,22
retail,o4-mini,Claude-3.7,539fdee9009b,2,1,361454,373753,1,cost,21,19,21,21,False,A_win,cost,0,22
retail,o4-mini,Claude-3.7,539fdee9009b,2,3,361454,1567,1,cost,21,16,21,21,False,A_win,cost,0,22
retail,o4-mini,Claude-3.7,539fdee9009b,3,0,1567,626729,1,cost,19,17,19,19,False,A_win,cost,0,20
retail,o4-mini,Claude-3.7,539fdee9009b,3,1,1567,373753,1,cost,19,19,19,19,False,A_win,cost,0,20
retail,o4-mini,Claude-3.7,539fdee9009b,3,2,1567,361454,1,cost,19,17,19,19,False,A_win,cost,0,20
retail,o4-mini,Claude-3.7,4ca501921236,0,1,626729,373753,1,success,12,14,14,12,True,A_win,success|cost,2,15
retail,o4-mini,Claude-3.7,4ca501921236,0,2,626729,361454,1,success,12,14,14,12,True,A_win,success|cost,2,15
retail,o4-mini,Claude-3.7,4ca501921236,0,3,626729,1567,1,cost,12,11,12,12,False,A_win,cost,0,13
retail,o4-mini,Claude-3.7,4ca501921236,1,0,373753,626729,1,cost,12,11,12,12,False,A_win,cost,0,13
retail,o4-mini,Claude-3.7,4ca501921236,1,2,373753,361454,1,success,12,14,14,12,True,A_win,success|cost,2,15
retail,o4-mini,Claude-3.7,4ca501921236,1,3,373753,1567,1,cost,12,11,12,12,False,A_win,cost,0,13
retail,o4-mini,Claude-3.7,4ca501921236,2,0,361454,626729,1,cost,11,11,11,11,False,A_win,cost,0,12
retail,o4-mini,Claude-3.7,4ca501921236,2,1,361454,373753,1,success,11,14,14,11,True,A_win,success|cost,3,15
retail,o4-mini,Claude-3.7,4ca501921236,2,3,361454,1567,1,cost,11,11,11,11,False,A_win,cost,0,12
retail,o4-mini,Claude-3.7,4ca501921236,3,0,1567,626729,1,cost,11,11,11,11,False,A_win,cost,0,12
retail,o4-mini,Claude-3.7,4ca501921236,3,1,1567,373753,1,success,11,14,14,11,True,A_win,success|cost,3,15
retail,o4-mini,Claude-3.7,4ca501921236,3,2,1567,361454,1,success,11,14,14,11,True,A_win,success|cost,3,15
retail,o4-mini,Claude-3.7,8f420c3ef588,0,1,626729,373753,1,cost,15,15,15,15,False,A_win,cost,0,16
retail,o4-mini,Claude-3.7,8f420c3ef588,0,2,626729,361454,1,cost,15,15,15,15,False,A_win,cost,0,16
retail,o4-mini,Claude-3.7,8f420c3ef588,0,3,626729,1567,1,cost,15,16,16,15,True,A_win,success|cost,1,17
retail,o4-mini,Claude-3.7,8f420c3ef588,1,0,373753,626729,1,cost,12,16,16,12,True,A_win,success|cost,4,17
retail,o4-mini,Claude-3.7,8f420c3ef588,1,2,373753,361454,1,cost,12,15,15,12,True,A_win,success|cost,3,16
retail,o4-mini,Claude-3.7,8f420c3ef588,1,3,373753,1567,1,cost,12,16,16,12,True,A_win,success|cost,4,17
retail,o4-mini,Claude-3.7,8f420c3ef588,2,0,361454,626729,1,cost,16,16,16,16,False,A_win,cost,0,17
retail,o4-mini,Claude-3.7,8f420c3ef588,2,1,361454,373753,1,cost,16,15,16,16,False,A_win,cost,0,17
retail,o4-mini,Claude-3.7,8f420c3ef588,2,3,361454,1567,1,cost,16,16,16,16,False,A_win,cost,0,17
retail,o4-mini,Claude-3.7,8f420c3ef588,3,0,1567,626729,1,cost,13,16,16,13,True,A_win,success|cost,3,17
retail,o4-mini,Claude-3.7,8f420c3ef588,3,1,1567,373753,1,cost,13,15,15,13,True,A_win,success|cost,2,16
retail,o4-mini,Claude-3.7,8f420c3ef588,3,2,1567,361454,1,cost,13,15,15,13,True,A_win,success|cost,2,16
retail,o4-mini,Claude-3.7,a30f3ad92542,0,1,626729,373753,1,cost,13,12,13,13,False,A_win,cost,0,14
retail,o4-mini,Claude-3.7,a30f3ad92542,0,2,626729,361454,1,success,13,13,13,13,False,A_win,success,0,14
retail,o4-mini,Claude-3.7,a30f3ad92542,0,3,626729,1567,1,cost,13,11,13,13,False,A_win,cost,0,14
retail,o4-mini,Claude-3.7,a30f3ad92542,1,0,373753,626729,1,success,14,15,15,14,True,A_win,success|cost,1,16
retail,o4-mini,Claude-3.7,a30f3ad92542,1,2,373753,361454,1,success,14,13,14,14,False,A_win,success,0,15
retail,o4-mini,Claude-3.7,a30f3ad92542,1,3,373753,1567,1,cost,14,11,14,14,False,A_win,cost,0,15
retail,o4-mini,Claude-3.7,a30f3ad92542,2,0,361454,626729,1,success,12,15,15,12,True,A_win,success|cost,3,16
retail,o4-mini,Claude-3.7,a30f3ad92542,2,1,361454,373753,1,cost,12,12,12,12,False,A_win,cost,0,13
retail,o4-mini,Claude-3.7,a30f3ad92542,2,3,361454,1567,1,cost,12,11,12,12,False,A_win,cost,0,13
retail,o4-mini,Claude-3.7,a30f3ad92542,3,0,1567,626729,1,success,11,15,15,11,True,A_win,success|cost,4,16
retail,o4-mini,Claude-3.7,a30f3ad92542,3,1,1567,373753,1,cost,11,12,12,11,True,A_win,success|cost,1,13
retail,o4-mini,Claude-3.7,a30f3ad92542,3,2,1567,361454,1,success,11,13,13,11,True,A_win,success|cost,2,14
retail,o4-mini,Claude-3.7,128f903d3e22,0,1,626729,373753,1,cost,14,12,14,14,False,A_win,cost,0,15
retail,o4-mini,Claude-3.7,128f903d3e22,0,2,626729,361454,1,cost,14,11,14,14,False,A_win,cost,0,15
retail,o4-mini,Claude-3.7,128f903d3e22,0,3,626729,1567,1,cost,14,14,14,14,False,A_win,cost,0,15
retail,o4-mini,Claude-3.7,128f903d3e22,1,0,373753,626729,1,cost,13,13,13,13,False,A_win,cost,0,14
retail,o4-mini,Claude-3.7,128f903d3e22,1,2,373753,361454,1,cost,13,11,13,13,False,A_win,cost,0,14
retail,o4-mini,Claude-3.7,128f903d3e22,1,3,373753,1567,1,cost,13,14,14,13,True,A_win,success|cost,1,15
retail,o4-mini,Claude-3.7,128f903d3e22,2,0,361454,626729,1,cost,15,13,15,15,False,A_win,cost,0,16
retail,o4-mini,Claude-3.7,128f903d3e22,2,1,361454,373753,1,cost,15,12,15,15,False,A_win,cost,0,16
retail,o4-mini,Claude-3.7,128f903d3e22,2,3,361454,1567,1,cost,15,14,15,15,False,A_win,cost,0,16
retail,o4-mini,Claude-3.7,128f903d3e22,3,0,1567,626729,1,cost,14,13,14,14,False,A_win,cost,0,15
retail,o4-mini,Claude-3.7,128f903d3e22,3,1,1567,373753,1,cost,14,12,14,14,False,A_win,cost,0,15
retail,o4-mini,Claude-3.7,128f903d3e22,3,2,1567,361454,1,cost,14,11,14,14,False,A_win,cost,0,15
retail,o4-mini,Claude-3.7,cc75ae2eb6ba,0,1,626729,373753,1,cost,13,14,14,13,True,A_win,success|cost,1,15
retail,o4-mini,Claude-3.7,cc75ae2eb6ba,0,2,626729,361454,1,cost,13,12,13,13,False,A_win,cost,0,14
retail,o4-mini,Claude-3.7,cc75ae2eb6ba,0,3,626729,1567,1,cost,13,13,13,13,False,A_win,cost,0,14
retail,o4-mini,Claude-3.7,cc75ae2eb6ba,1,0,373753,626729,1,cost,16,12,16,16,False,A_win,cost,0,17
retail,o4-mini,Claude-3.7,cc75ae2eb6ba,1,2,373753,361454,1,cost,16,12,16,16,False,A_win,cost,0,17
retail,o4-mini,Claude-3.7,cc75ae2eb6ba,1,3,373753,1567,1,cost,16,13,16,16,False,A_win,cost,0,17
retail,o4-mini,Claude-3.7,cc75ae2eb6ba,2,0,361454,626729,1,cost,14,12,14,14,False,A_win,cost,0,15
retail,o4-mini,Claude-3.7,cc75ae2eb6ba,2,1,361454,373753,1,cost,14,14,14,14,False,A_win,cost,0,15
retail,o4-mini,Claude-3.7,cc75ae2eb6ba,2,3,361454,1567,1,cost,14,13,14,14,False,A_win,cost,0,15
retail,o4-mini,Claude-3.7,cc75ae2eb6ba,3,0,1567,626729,-1,success,14,12,14,14,False,B_win,success,0,15
retail,o4-mini,Claude-3.7,cc75ae2eb6ba,3,1,1567,373753,-1,success,14,14,14,14,False,B_win,success,0,15
retail,o4-mini,Claude-3.7,cc75ae2eb6ba,3,2,1567,361454,-1,success,14,12,14,14,False,B_win,success,0,15
retail,o4-mini,Claude-3.7,15202091732d,0,1,626729,373753,-1,success,11,13,13,13,False,B_win,success,0,14
retail,o4-mini,Claude-3.7,15202091732d,0,2,626729,361454,0,tie,11,12,12,12,False,tie,tie,0,13
retail,o4-mini,Claude-3.7,15202091732d,0,3,626729,1567,-1,success,11,14,14,14,False,B_win,success,0,15
retail,o4-mini,Claude-3.7,15202091732d,1,0,373753,626729,0,tie,13,14,14,14,False,tie,tie,0,15
retail,o4-mini,Claude-3.7,15202091732d,1,2,373753,361454,0,tie,13,12,13,13,False,tie,tie,0,14
retail,o4-mini,Claude-3.7,15202091732d,1,3,373753,1567,-1,success,13,14,14,14,False,B_win,success,0,15
retail,o4-mini,Claude-3.7,15202091732d,2,0,361454,626729,1,success,12,14,14,12,True,A_win,success|cost,2,15
retail,o4-mini,Claude-3.7,15202091732d,2,1,361454,373753,1,cost,12,13,13,12,True,A_win,success|cost,1,14
retail,o4-mini,Claude-3.7,15202091732d,2,3,361454,1567,1,cost,12,14,14,12,True,A_win,success|cost,2,15
retail,o4-mini,Claude-3.7,15202091732d,3,0,1567,626729,0,tie,12,14,14,14,False,tie,tie,0,15
retail,o4-mini,Claude-3.7,15202091732d,3,1,1567,373753,-1,success,12,13,13,13,False,B_win,success,0,14
retail,o4-mini,Claude-3.7,15202091732d,3,2,1567,361454,0,tie,12,12,12,12,False,tie,tie,0,13
retail,o4-mini,Claude-3.7,adfc49d02922,0,1,626729,373753,1,success,15,16,16,15,True,A_win,success|cost,1,17
retail,o4-mini,Claude-3.7,adfc49d02922,0,2,626729,361454,1,cost,15,17,17,15,True,A_win,success|cost,2,18
retail,o4-mini,Claude-3.7,adfc49d02922,0,3,626729,1567,1,cost,15,16,16,15,True,A_win,success|cost,1,17
retail,o4-mini,Claude-3.7,adfc49d02922,1,0,373753,626729,1,cost,14,16,16,14,True,A_win,success|cost,2,17
retail,o4-mini,Claude-3.7,adfc49d02922,1,2,373753,361454,1,cost,14,17,17,14,True,A_win,success|cost,3,18
retail,o4-mini,Claude-3.7,adfc49d02922,1,3,373753,1567,1,cost,14,16,16,14,True,A_win,success|cost,2,17
retail,o4-mini,Claude-3.7,adfc49d02922,2,0,361454,626729,1,cost,14,16,16,14,True,A_win,success|cost,2,17
retail,o4-mini,Claude-3.7,adfc49d02922,2,1,361454,373753,1,success,14,16,16,14,True,A_win,success|cost,2,17
retail,o4-mini,Claude-3.7,adfc49d02922,2,3,361454,1567,1,cost,14,16,16,14,True,A_win,success|cost,2,17
retail,o4-mini,Claude-3.7,adfc49d02922,3,0,1567,626729,1,cost,14,16,16,14,True,A_win,success|cost,2,17
retail,o4-mini,Claude-3.7,adfc49d02922,3,1,1567,373753,1,success,14,16,16,14,True,A_win,success|cost,2,17
retail,o4-mini,Claude-3.7,adfc49d02922,3,2,1567,361454,1,cost,14,17,17,14,True,A_win,success|cost,3,18
retail,o4-mini,Claude-3.7,5e2a62595346,0,1,626729,373753,1,cost,10,10,10,10,False,A_win,cost,0,11
retail,o4-mini,Claude-3.7,5e2a62595346,0,2,626729,361454,1,cost,10,12,12,10,True,A_win,success|cost,2,13
retail,o4-mini,Claude-3.7,5e2a62595346,0,3,626729,1567,1,cost,10,11,11,10,True,A_win,success|cost,1,12
retail,o4-mini,Claude-3.7,5e2a62595346,1,0,373753,626729,1,cost,11,10,11,11,False,A_win,cost,0,12
retail,o4-mini,Claude-3.7,5e2a62595346,1,2,373753,361454,1,cost,11,12,12,11,True,A_win,success|cost,1,13
retail,o4-mini,Claude-3.7,5e2a62595346,1,3,373753,1567,1,cost,11,11,11,11,False,A_win,cost,0,12
retail,o4-mini,Claude-3.7,5e2a62595346,2,0,361454,626729,1,cost,11,10,11,11,False,A_win,cost,0,12
retail,o4-mini,Claude-3.7,5e2a62595346,2,1,361454,373753,1,cost,11,10,11,11,False,A_win,cost,0,12
retail,o4-mini,Claude-3.7,5e2a62595346,2,3,361454,1567,1,cost,11,11,11,11,False,A_win,cost,0,12
retail,o4-mini,Claude-3.7,5e2a62595346,3,0,1567,626729,1,cost,9,10,10,9,True,A_win,success|cost,1,11
retail,o4-mini,Claude-3.7,5e2a62595346,3,1,1567,373753,1,cost,9,10,10,9,True,A_win,success|cost,1,11
retail,o4-mini,Claude-3.7,5e2a62595346,3,2,1567,361454,1,cost,9,12,12,9,True,A_win,success|cost,3,13
retail,o4-mini,Claude-3.7,17b5b29898f9,0,1,626729,373753,1,cost,15,15,15,15,False,A_win,cost,0,16
retail,o4-mini,Claude-3.7,17b5b29898f9,0,2,626729,361454,1,cost,15,15,15,15,False,A_win,cost,0,16
retail,o4-mini,Claude-3.7,17b5b29898f9,0,3,626729,1567,1,cost,15,15,15,15,False,A_win,cost,0,16
retail,o4-mini,Claude-3.7,17b5b29898f9,1,0,373753,626729,1,cost,14,16,16,14,True,A_win,success|cost,2,17
retail,o4-mini,Claude-3.7,17b5b29898f9,1,2,373753,361454,1,cost,14,15,15,14,True,A_win,success|cost,1,16
retail,o4-mini,Claude-3.7,17b5b29898f9,1,3,373753,1567,1,cost,14,15,15,14,True,A_win,success|cost,1,16
retail,o4-mini,Claude-3.7,17b5b29898f9,2,0,361454,626729,1,cost,14,16,16,14,True,A_win,success|cost,2,17
retail,o4-mini,Claude-3.7,17b5b29898f9,2,1,361454,373753,1,cost,14,15,15,14,True,A_win,success|cost,1,16
retail,o4-mini,Claude-3.7,17b5b29898f9,2,3,361454,1567,1,cost,14,15,15,14,True,A_win,success|cost,1,16
retail,o4-mini,Claude-3.7,17b5b29898f9,3,0,1567,626729,1,cost,16,16,16,16,False,A_win,cost,0,17
retail,o4-mini,Claude-3.7,17b5b29898f9,3,1,1567,373753,1,cost,16,15,16,16,False,A_win,cost,0,17
retail,o4-mini,Claude-3.7,17b5b29898f9,3,2,1567,361454,1,cost,16,15,16,16,False,A_win,cost,0,17
retail,o4-mini,Claude-3.7,383b977fe361,0,1,626729,373753,1,success,14,17,17,14,True,A_win,success|cost,3,18
retail,o4-mini,Claude-3.7,383b977fe361,0,2,626729,361454,1,success,14,18,18,14,True,A_win,success|cost,4,19
retail,o4-mini,Claude-3.7,383b977fe361,0,3,626729,1567,1,cost,14,17,17,14,True,A_win,success|cost,3,18
retail,o4-mini,Claude-3.7,383b977fe361,1,0,373753,626729,1,cost,14,17,17,14,True,A_win,success|cost,3,18
retail,o4-mini,Claude-3.7,383b977fe361,1,2,373753,361454,1,success,14,18,18,14,True,A_win,success|cost,4,19
retail,o4-mini,Claude-3.7,383b977fe361,1,3,373753,1567,1,cost,14,17,17,14,True,A_win,success|cost,3,18
retail,o4-mini,Claude-3.7,383b977fe361,2,0,361454,626729,1,cost,14,17,17,14,True,A_win,success|cost,3,18
retail,o4-mini,Claude-3.7,383b977fe361,2,1,361454,373753,1,success,14,17,17,14,True,A_win,success|cost,3,18
retail,o4-mini,Claude-3.7,383b977fe361,2,3,361454,1567,1,cost,14,17,17,14,True,A_win,success|cost,3,18
retail,o4-mini,Claude-3.7,383b977fe361,3,0,1567,626729,1,cost,14,17,17,14,True,A_win,success|cost,3,18
retail,o4-mini,Claude-3.7,383b977fe361,3,1,1567,373753,1,success,14,17,17,14,True,A_win,success|cost,3,18
retail,o4-mini,Claude-3.7,383b977fe361,3,2,1567,361454,1,success,14,18,18,14,True,A_win,success|cost,4,19
retail,o4-mini,Claude-3.7,e40ff9901af1,0,1,626729,373753,-1,success,15,19,19,19,False,B_win,success,0,20
retail,o4-mini,Claude-3.7,e40ff9901af1,0,2,626729,361454,0,tie,15,19,19,19,False,tie,tie,0,20
retail,o4-mini,Claude-3.7,e40ff9901af1,0,3,626729,1567,0,tie,15,20,20,20,False,tie,tie,0,21
retail,o4-mini,Claude-3.7,e40ff9901af1,1,0,373753,626729,0,tie,18,19,19,19,False,tie,tie,0,20
retail,o4-mini,Claude-3.7,e40ff9901af1,1,2,373753,361454,0,tie,18,19,19,19,False,tie,tie,0,20
retail,o4-mini,Claude-3.7,e40ff9901af1,1,3,373753,1567,0,tie,18,20,20,20,False,tie,tie,0,21
retail,o4-mini,Claude-3.7,e40ff9901af1,2,0,361454,626729,0,tie,18,19,19,19,False,tie,tie,0,20
retail,o4-mini,Claude-3.7,e40ff9901af1,2,1,361454,373753,-1,success,18,19,19,19,False,B_win,success,0,20
retail,o4-mini,Claude-3.7,e40ff9901af1,2,3,361454,1567,0,tie,18,20,20,20,False,tie,tie,0,21
retail,o4-mini,Claude-3.7,e40ff9901af1,3,0,1567,626729,0,tie,16,19,19,19,False,tie,tie,0,20
retail,o4-mini,Claude-3.7,e40ff9901af1,3,1,1567,373753,-1,success,16,19,19,19,False,B_win,success,0,20
retail,o4-mini,Claude-3.7,e40ff9901af1,3,2,1567,361454,0,tie,16,19,19,19,False,tie,tie,0,20
retail,o4-mini,Claude-3.7,a9d9ad211607,0,1,626729,373753,1,cost,17,16,17,17,False,A_win,cost,0,18
retail,o4-mini,Claude-3.7,a9d9ad211607,0,2,626729,361454,1,cost,17,16,17,17,False,A_win,cost,0,18
retail,o4-mini,Claude-3.7,a9d9ad211607,0,3,626729,1567,1,cost,17,19,19,17,True,A_win,success|cost,2,20
retail,o4-mini,Claude-3.7,a9d9ad211607,1,0,373753,626729,1,cost,16,16,16,16,False,A_win,cost,0,17
retail,o4-mini,Claude-3.7,a9d9ad211607,1,2,373753,361454,1,cost,16,16,16,16,False,A_win,cost,0,17
retail,o4-mini,Claude-3.7,a9d9ad211607,1,3,373753,1567,1,cost,16,19,19,16,True,A_win,success|cost,3,20
retail,o4-mini,Claude-3.7,a9d9ad211607,2,0,361454,626729,1,cost,17,16,17,17,False,A_win,cost,0,18
retail,o4-mini,Claude-3.7,a9d9ad211607,2,1,361454,373753,1,cost,17,16,17,17,False,A_win,cost,0,18
retail,o4-mini,Claude-3.7,a9d9ad211607,2,3,361454,1567,1,cost,17,19,19,17,True,A_win,success|cost,2,20
retail,o4-mini,Claude-3.7,a9d9ad211607,3,0,1567,626729,1,cost,16,16,16,16,False,A_win,cost,0,17
retail,o4-mini,Claude-3.7,a9d9ad211607,3,1,1567,373753,1,cost,16,16,16,16,False,A_win,cost,0,17
retail,o4-mini,Claude-3.7,a9d9ad211607,3,2,1567,361454,1,cost,16,16,16,16,False,A_win,cost,0,17
retail,o4-mini,Claude-3.7,39aba02818ae,0,1,626729,373753,-1,success,18,18,18,18,False,B_win,success,0,19
retail,o4-mini,Claude-3.7,39aba02818ae,0,2,626729,361454,-1,success,18,20,20,20,False,B_win,success,0,21
retail,o4-mini,Claude-3.7,39aba02818ae,0,3,626729,1567,-1,success,18,19,19,19,False,B_win,success,0,20
retail,o4-mini,Claude-3.7,39aba02818ae,1,0,373753,626729,1,success,18,21,21,18,True,A_win,success|cost,3,22
retail,o4-mini,Claude-3.7,39aba02818ae,1,2,373753,361454,1,cost,18,20,20,18,True,A_win,success|cost,2,21
retail,o4-mini,Claude-3.7,39aba02818ae,1,3,373753,1567,1,cost,18,19,19,18,True,A_win,success|cost,1,20
retail,o4-mini,Claude-3.7,39aba02818ae,2,0,361454,626729,1,success,18,21,21,18,True,A_win,success|cost,3,22
retail,o4-mini,Claude-3.7,39aba02818ae,2,1,361454,373753,1,cost,18,18,18,18,False,A_win,cost,0,19
retail,o4-mini,Claude-3.7,39aba02818ae,2,3,361454,1567,1,cost,18,19,19,18,True,A_win,success|cost,1,20
retail,o4-mini,Claude-3.7,39aba02818ae,3,0,1567,626729,1,success,18,21,21,18,True,A_win,success|cost,3,22
retail,o4-mini,Claude-3.7,39aba02818ae,3,1,1567,373753,1,cost,18,18,18,18,False,A_win,cost,0,19
retail,o4-mini,Claude-3.7,39aba02818ae,3,2,1567,361454,1,cost,18,20,20,18,True,A_win,success|cost,2,21
retail,o4-mini,Claude-3.7,3270788a07d4,0,1,626729,373753,1,cost,22,22,22,22,False,A_win,cost,0,23
retail,o4-mini,Claude-3.7,3270788a07d4,0,2,626729,361454,1,cost,22,26,26,22,True,A_win,success|cost,4,27
retail,o4-mini,Claude-3.7,3270788a07d4,0,3,626729,1567,1,cost,22,19,22,22,False,A_win,cost,0,23
retail,o4-mini,Claude-3.7,3270788a07d4,1,0,373753,626729,1,cost,19,18,19,19,False,A_win,cost,0,20
retail,o4-mini,Claude-3.7,3270788a07d4,1,2,373753,361454,1,cost,19,26,26,19,True,A_win,success|cost,7,27
retail,o4-mini,Claude-3.7,3270788a07d4,1,3,373753,1567,1,cost,19,19,19,19,False,A_win,cost,0,20
retail,o4-mini,Claude-3.7,3270788a07d4,2,0,361454,626729,-1,success,25,18,25,25,False,B_win,success,0,26
retail,o4-mini,Claude-3.7,3270788a07d4,2,1,361454,373753,-1,success,25,22,25,25,False,B_win,success,0,26
retail,o4-mini,Claude-3.7,3270788a07d4,2,3,361454,1567,-1,success,25,19,25,25,False,B_win,success,0,26
retail,o4-mini,Claude-3.7,3270788a07d4,3,0,1567,626729,1,cost,20,18,20,20,False,A_win,cost,0,21
retail,o4-mini,Claude-3.7,3270788a07d4,3,1,1567,373753,1,cost,20,22,22,20,True,A_win,success|cost,2,23
retail,o4-mini,Claude-3.7,3270788a07d4,3,2,1567,361454,1,cost,20,26,26,20,True,A_win,success|cost,6,27
retail,o4-mini,Claude-3.7,306edd7826bd,0,1,626729,373753,1,cost,13,12,13,13,False,A_win,cost,0,14
retail,o4-mini,Claude-3.7,306edd7826bd,0,2,626729,361454,1,cost,13,13,13,13,False,A_win,cost,0,14
retail,o4-mini,Claude-3.7,306edd7826bd,0,3,626729,1567,1,cost,13,12,13,13,False,A_win,cost,0,14
retail,o4-mini,Claude-3.7,306edd7826bd,1,0,373753,626729,1,cost,12,14,14,12,True,A_win,success|cost,2,15
retail,o4-mini,Claude-3.7,306edd7826bd,1,2,373753,361454,1,cost,12,13,13,12,True,A_win,success|cost,1,14
retail,o4-mini,Claude-3.7,306edd7826bd,1,3,373753,1567,1,cost,12,12,12,12,False,A_win,cost,0,13
retail,o4-mini,Claude-3.7,306edd7826bd,2,0,361454,626729,1,cost,14,14,14,14,False,A_win,cost,0,15
retail,o4-mini,Claude-3.7,306edd7826bd,2,1,361454,373753,1,cost,14,12,14,14,False,A_win,cost,0,15
retail,o4-mini,Claude-3.7,306edd7826bd,2,3,361454,1567,1,cost,14,12,14,14,False,A_win,cost,0,15
retail,o4-mini,Claude-3.7,306edd7826bd,3,0,1567,626729,1,cost,13,14,14,13,True,A_win,success|cost,1,15
retail,o4-mini,Claude-3.7,306edd7826bd,3,1,1567,373753,1,cost,13,12,13,13,False,A_win,cost,0,14
retail,o4-mini,Claude-3.7,306edd7826bd,3,2,1567,361454,1,cost,13,13,13,13,False,A_win,cost,0,14
retail,o4-mini,Claude-3.7,56b52770a156,0,1,626729,373753,1,success,14,13,14,14,False,A_win,success,0,15
retail,o4-mini,Claude-3.7,56b52770a156,0,2,626729,361454,1,cost,14,14,14,14,False,A_win,cost,0,15
retail,o4-mini,Claude-3.7,56b52770a156,0,3,626729,1567,1,cost,14,14,14,14,False,A_win,cost,0,15
retail,o4-mini,Claude-3.7,56b52770a156,1,0,373753,626729,1,cost,11,15,15,11,True,A_win,success|cost,4,16
retail,o4-mini,Claude-3.7,56b52770a156,1,2,373753,361454,1,cost,11,14,14,11,True,A_win,success|cost,3,15
retail,o4-mini,Claude-3.7,56b52770a156,1,3,373753,1567,1,cost,11,14,14,11,True,A_win,success|cost,3,15
retail,o4-mini,Claude-3.7,56b52770a156,2,0,361454,626729,1,cost,11,15,15,11,True,A_win,success|cost,4,16
retail,o4-mini,Claude-3.7,56b52770a156,2,1,361454,373753,1,success,11,13,13,11,True,A_win,success|cost,2,14
retail,o4-mini,Claude-3.7,56b52770a156,2,3,361454,1567,1,cost,11,14,14,11,True,A_win,success|cost,3,15
retail,o4-mini,Claude-3.7,56b52770a156,3,0,1567,626729,1,cost,14,15,15,14,True,A_win,success|cost,1,16
retail,o4-mini,Claude-3.7,56b52770a156,3,1,1567,373753,1,success,14,13,14,14,False,A_win,success,0,15
retail,o4-mini,Claude-3.7,56b52770a156,3,2,1567,361454,1,cost,14,14,14,14,False,A_win,cost,0,15
retail,o4-mini,Claude-3.7,5099d85c7f10,0,1,626729,373753,1,cost,13,11,13,13,False,A_win,cost,0,14
retail,o4-mini,Claude-3.7,5099d85c7f10,0,2,626729,361454,1,cost,13,14,14,13,True,A_win,success|cost,1,15
retail,o4-mini,Claude-3.7,5099d85c7f10,0,3,626729,1567,1,cost,13,14,14,13,True,A_win,success|cost,1,15
retail,o4-mini,Claude-3.7,5099d85c7f10,1,0,373753,626729,1,cost,11,13,13,11,True,A_win,success|cost,2,14
retail,o4-mini,Claude-3.7,5099d85c7f10,1,2,373753,361454,1,cost,11,14,14,11,True,A_win,success|cost,3,15
retail,o4-mini,Claude-3.7,5099d85c7f10,1,3,373753,1567,1,cost,11,14,14,11,True,A_win,success|cost,3,15
retail,o4-mini,Claude-3.7,5099d85c7f10,2,0,361454,626729,1,cost,12,13,13,12,True,A_win,success|cost,1,14
